6.264702073575740826e-01,1.106639785129516218e+00,1.411450085041765501e+00,4.676894526277978748e-01,1.329936140111989962e-01,1.992839606842634337e-01,2.867609865285378201e-01,8.883272082011250959e-01,2.438729858245619261e-02,-3.561536921762278873e-01,7.074951643297955339e-01,1.337985402410367897e+00,8.925795119376223052e-01,-9.495661173123249865e-01,4.907993633144588363e-01,7.008829794289659354e-01,-1.446163501403281426e-01,2.084217980781663537e-01,-6.501882520049908631e-01,-3.867303002070576756e-01,-2.704435906846885951e-01,3.324226210457878472e-01,-7.994538530718089397e-01,-1.702141874606701855e+00,-1.394788094990296323e-01,9.050444581295662427e-01,-1.247274882712135158e+00,7.457372560997216349e-01,6.637686932744030210e-01,1.749551554795824249e+00,-9.104386109009676709e-01,-8.878339191734526681e-01,7.835396276918646929e-01,4.335249647490131975e-01,8.314647878433375494e-01,2.360203761776821230e-01,-2.751357773906019655e-01,1.031635147174179590e+00,-3.179109448147196537e-01,9.171186891655357387e-01,1.001132175511892708e+00,-3.789022432950640007e-01,-1.668772879394879172e-01,-2.134819809329836504e-01,-1.125364475592048663e+00,-7.052018655565615024e-01,-4.752104688997227933e-01,2.660636172843501845e-01,-3.941913364779631168e-01,1.604045140683153514e+00
-2.051386170806416276e-01,2.831834724903812273e-01,4.180451904987262518e-02,-1.373427006161663799e-01,8.271045366914727692e-01,-3.772495822792423792e-01,-1.637625391982020784e-01,1.573429428601129387e-01,-3.417489420055520033e-01,-1.188602010318404699e-02,-9.789072142179103264e-02,1.345089117281035973e+00,1.723820438444853886e+00,-1.432701711562177627e+00,3.738435958992193664e-02,1.607799814378847225e+00,-1.050106955582557511e+00,-8.814258391280406224e-01,1.401932212537652545e+00,2.910738156429686918e-01,1.187589847354203032e+00,5.898917438512628619e-01,-5.678013698287163180e-01,-1.169713043893320925e-01,-7.613766230226676202e-01,-1.319001922820340345e-01,-3.506016135008438450e-01,3.817806572195420189e-01,5.003898842812680714e-01,-6.615807749121198345e-02,4.312419169330133917e-01,4.840363650471092294e-01,-4.728559021605487911e-01,1.858284344907142616e-01,1.487951349778161125e+00,-5.792820140031640364e-01,1.052532024485264506e+00,-4.896355759546074382e-01,8.187592574324167316e-01,-1.043631696158232591e+00,-6.836757115013125663e-01,6.446789908648936640e-01,-6.339401709803281770e-01,1.089441732024566845e+00,9.297927992328168800e-01,-6.399684091579428413e-01,4.980045324015628383e-01,1.319839655318328919e+00,1.665421863763006938e+00,-9.751239973187587617e-01
1.044350705784536093e-01,1.265986269245473472e-01,5.373347859654210579e-01,8.925353238114809296e-01,5.400895567032049094e-01,-4.132847328502630702e-01,2.663221146638744541e-01,-1.068509791288233757e+00,1.380697886056452828e-01,-4.993209975474326434e-01,-2.810301778280482332e-01,-1.642140363780949519e-01,8.210416499959449776e-02,-5.691141566943388463e-01,6.747034436732805007e-01,4.508809821992945110e-01,5.144221124757747399e-01,4.467127463111836283e-01,2.881185334705995693e-01,-2.161232065118345036e-01,3.613997847956649800e-01,2.428936092606446412e-02,2.495768206148900881e-01,-8.770698144815264330e-01,3.419312404313742948e-01,-9.094501896477502623e-02,1.000308742939493012e+00,3.999349172873987723e-01,6.149138795393507273e-01,4.977887002540060113e-01,-8.630533180048201025e-01,6.667312228335320161e-03,4.080141391154831765e-02,-6.081693084838299956e-01,7.396611562377183001e-03,4.183310165491938709e-02,-1.852085512699182535e-01,-3.179465591800271773e-01,5.704497726995586548e-01,3.791631768631236604e-02,2.329217621965972151e-01,3.655489612945608813e-01,1.756047202409235952e+00,9.914968468606252250e-01,2.434972425427048837e-01,7.194381051490365830e-02,-6.775820668870945196e-02,-1.630360796086135211e-01,1.477332612914607601e+00,-5.821932965151366268e-01
1.143070882886601858e+00,1.849881303618797490e-01,8.726397323552254059e-01,-6.974632624689690308e-02,-2.665936089445358759e-01,1.802259967038917221e-01,1.331237020434143270e+00,-1.450712506740071239e+00,-4.944789113908221734e-01,1.075703128425067767e+00,-1.238434144910787404e+00,9.748660906972730911e-02,9.863981594206310266e-01,4.827461873859657526e-01,6.130712174542995996e-01,5.687172973541900767e-01,8.771730147060085026e-01,7.973584120146020027e-01,-3.264945069846537651e-01,-3.581833106468538253e-01,-9.741891330083077838e-01,6.802137017951397080e-02,3.658523923396991839e-01,-8.656215758501707436e-01,5.664059036646402756e-01,-3.657749392177161996e-01,9.735650376396908223e-01,6.389427916049367218e-01,-3.630425086359380660e-01,3.235661107103919298e-01,-5.408433288639568071e-01,-5.919158680467326294e-02,-3.048013290755808291e-01,2.564971101950553334e-01,9.656180836016815539e-01,-6.161867715874161933e-01,5.300224007772078583e-01,-8.470779364750539164e-01,-3.640245100149884783e-01,2.521987597719840268e-01,3.692284858274645365e-01,1.513017697246308024e-01,-9.741228925190470456e-01,4.392163353070756004e-01,3.626702237208997287e-02,9.071462309339848318e-01,7.693888903702629234e-01,-1.749228824452261216e-02,2.232068230795034136e+00,-4.686036652389592438e-01
6.050292259417218155e-01,-2.289733065570251636e-01,9.789910631642199101e-01,-2.689150870285669237e-01,-1.351508233639703960e+00,-3.459695378920598086e-01,3.471399193560894547e-01,3.443955087795073644e-01,3.552333958069432418e-01,-3.132619530764816917e-01,-1.496772526954376348e-01,1.563821418799523078e-01,-6.458941340789723373e-01,2.001741231843463975e+00,-1.773813223717825571e-01,-7.269078919651085213e-01,8.515109470753061405e-02,-5.184121349727775080e-02,3.874324540053745713e-01,1.582637471872197388e+00,-8.753354315557961840e-01,-5.469212184247026348e-02,-4.589758110376319228e-02,-4.012074977269953768e-01,-1.623402408290843327e-02,6.881112744620836441e-01,5.392359602313578915e-01,-4.524235345990130219e-01,1.272790450736374368e-01,1.422929202850914843e+00,-7.735979522499024652e-01,1.173115156020704264e+00,-7.170522974726927234e-01,-4.053191581129639287e-01,-4.181934594657690102e-02,1.118121402177449930e+00,2.167230987345674931e-01,-3.103505308659725848e-01,3.736992437279928470e-01,-2.524146836034242836e-01,6.439530215588663564e-01,-1.570122207030053563e-01,9.814146870020199476e-01,-9.020464660082773423e-02,7.095485622539965398e-01,-2.094803835643084533e-01,7.172333554055698723e-01,6.584789080272934747e-01,-2.175951635874097956e-01,1.365306349171399258e+00
1.195060287011377120e+00,-4.482553632756686723e-01,1.624088304942220118e+00,-8.231646846286680974e-01,-1.137319473240544498e-01,-1.998987265287983872e+00,-1.953089763095324782e-01,-1.539706016446394710e+00,8.157586681909586579e-01,3.192980838864580839e-01,1.099193159134451925e+00,1.489923223904742411e+00,-5.347296066440323514e-01,8.403895220718651249e-01,-1.146729070614082996e-01,-1.065520267077537442e+00,-2.657186008677728251e-01,-5.637029791836905002e-01,6.772632516270303826e-01,3.936386390488126330e-01,-1.594980153505042297e-01,-6.884415667063580047e-02,-2.986398028699268070e-01,-1.096131825117433456e+00,2.535753663132620656e-02,5.294062949269386920e-01,8.766424779633692765e-02,-5.571551647051035117e-01,-2.442147806513511321e-01,-1.501388247291226830e-01,-3.678534732160136933e-01,4.931846676513060301e-01,-1.569765757022813180e+00,1.404069628396794889e-01,1.883536879852531154e+00,-1.189699198156635829e+00,2.414045312356479123e+00,-5.223747335156081473e-01,8.243084362727362002e-01,2.978417337653880836e-01,3.073726100755487245e-01,7.442556541090415978e-01,9.819045224249867143e-01,6.426595792190694656e-01,2.350087265493902677e+00,7.136049110670447115e-01,4.296838545622815031e-02,-9.836363992366198294e-01,8.972820257244318309e-01,1.316392720213571232e+00
-1.187795199757086584e+00,1.062304001127383435e+00,2.962229990582302408e-01,5.138041022684854964e-01,1.142360832727917552e+00,4.794906671003180687e-01,-9.882070021135912208e-02,1.247520352821698958e-01,7.636232963420396258e-01,4.985349271760589063e-01,-2.689473979904770107e-01,-7.121739600868036701e-01,4.165844176602597204e-01,8.026757954114622784e-01,-5.305160976583424004e-01,-1.244654368503671088e-01,-2.028053298478808830e-01,-3.057664525992557780e-01,3.851726261351898772e-01,-2.532446679830802627e-01,-2.256846378389756880e-01,1.123738675227728079e+00,1.454009597140422327e+00,8.997760916413282128e-01,-1.209210409757788707e+00,6.206873009518193429e-01,9.277973625512890843e-01,-6.095489534982053703e-01,1.121909896042650567e+00,-7.800581471662203503e-01,-5.426466609752379489e-01,-1.338458434890488435e+00,1.006661825912633201e+00,1.499212792286542528e-01,1.561801660219634291e+00,-7.279770829336048577e-01,2.703719128481328893e-01,3.603573700659817303e-01,1.360118700743348841e+00,1.193245042744926376e+00,-9.755388366374864173e-01,1.080866885270748368e+00,3.631215887216347471e-01,-1.528389514731561816e+00,7.321039388038470541e-01,5.782383255359816454e-01,-1.361501671194037089e+00,-7.358983000146318565e-02,-3.904109153355383999e-01,3.819814322500663106e-01
-8.173879153406904408e-01,3.290650581894838389e-01,-1.765672633798461844e-01,1.310260045643903970e+00,4.169536064851298574e-01,1.396540685479736199e+00,-1.198496836593627435e-01,-1.331912792449094773e-01,5.737002808483309124e-01,1.027881579016756003e-01,8.314291396546759083e-01,-1.621861991067383157e-01,6.684994136610104831e-02,-8.661985165483137017e-01,-5.294716532869392367e-01,1.498445466501582946e+00,1.063044697643968917e+00,5.182923041451106272e-01,-5.357476633842099822e-01,2.481479265386074273e-01,-1.836101588299530185e+00,1.005954659837213772e+00,-1.160836529386787719e+00,-9.382334166397762187e-01,1.850561485589050204e+00,-1.989972901182961995e-01,7.164877239553492094e-01,5.023079844591462478e-03,-1.268864750842135125e+00,1.397936399824468989e-01,3.818318568040010019e-01,-3.906619466019629616e-01,1.618357489789284287e+00,-8.586053455135486123e-01,5.209926957212586140e-01,8.301988782968020564e-01,6.656929962956745772e-01,5.668587459170635334e-01,-1.178639269459220040e+00,3.294339351234040758e-02,-1.068790483337642261e+00,-8.696287859361184758e-01,1.591011914906025754e-02,6.428365605386042736e-01,1.617589074044984532e+00,6.119138704324323524e-02,1.257150417696001332e+00,-1.868396688019300922e-01,1.804200365571246856e-01,1.226568229797057263e+00
-4.679385516806254808e-01,-6.986176160229490284e-01,2.591927594151332559e-01,1.642161476130364062e-01,3.998548241870278908e-01,7.632026804148588361e-01,9.052974686878411115e-01,-1.526210824096498053e-01,-6.862331511803653195e-01,-4.766460680291455948e-02,-5.405126995518472199e-01,8.971615444872024225e-01,2.776949541047960546e-01,4.256145767945417324e-01,2.929803348780457006e-01,-2.733923206322131927e-01,-1.863257997937732557e-01,1.144297158821367399e-01,2.901421354297006316e-01,-6.026008140304944805e-01,4.706144341491520500e-01,-3.362710157205360817e-01,3.245699154271154407e-01,-9.139785291500619469e-01,-9.705746644892183639e-01,1.097148408844380141e+00,-7.924551205991467451e-02,5.337295948719993355e-01,-1.919345087898206570e-01,1.242920317144493358e+00,1.358620710838547296e+00,-1.008844791333902036e+00,9.140022913523735415e-01,-5.339929110237879861e-01,1.748242016740441773e+00,1.005668554523624358e+00,-9.045023052186891288e-01,1.723925146651501816e-01,9.808196507952070542e-01,-1.709957381568404100e-01,-9.272133445727499812e-02,-6.554188117612441342e-03,1.074531700276615487e+00,-9.491714806468583010e-01,1.006413361919760607e+00,1.338488978033344212e-01,3.329570590431666366e-01,-5.282274429579986164e-01,5.114589629788757197e-01,9.744385394552657065e-01
9.521845218241667963e-01,3.073191790932580103e-01,-6.595114214894676197e-01,-2.757247752473607760e-01,-1.066884264311724007e+00,-1.315867091616186313e+00,5.861513740362064295e-01,4.232373119501642300e-01,-9.107400532339489097e-01,-6.056365437709581023e-01,5.228181034569453489e-01,5.062327843651415193e-01,-9.546481601163924191e-01,3.916710003069225343e-01,-1.729645110034863098e+00,1.466336607305876782e+00,1.483511681770344204e+00,-1.671641141480814108e+00,1.520202095024753564e-01,-3.195937203503356194e-01,-1.186923257942060356e-01,2.200342933564372938e+00,1.426412132879498529e+00,-4.199720152690898933e-01,-2.521148199991363748e-01,-8.298690881594023017e-02,8.069516328386537873e-01,4.161449107449957108e-01,2.061713033818766583e+00,2.199440502850521728e+00,1.007197150347426184e+00,-6.945529602395315028e-01,5.525068602032852105e-01,3.907153471202031159e-01,-1.081859625940317260e+00,1.907581258864635698e+00,4.921884267931299628e-01,3.646685424143532028e-01,-9.362196905613779929e-01,4.558577012001484019e-01,-1.018185563566290919e-01,-3.841112176373910891e-01,-1.010759427467849525e+00,8.279425155871514841e-01,2.357393654255743876e-01,4.377361372929367000e-01,1.099112741191930143e+00,1.487244618046594580e+00,-5.428371294240029732e-01,-1.521550762966845216e+00
