0000231_D	00070950_d	0
0000231_D	00597051_d	1
0000231_D	00705450_d	2
0000231_D	00196697_d	3
0000231_D	00024958_d	4
0000231_D	00010160_d	5
0000231_D	00211931_d	6
0000231_D	00404096_d	7
0000231_D	00225362_d	8
0000231_D	00192920_d	9
0000231_D	00571047_d	10
0000231_D	00266442_d	11
0000231_D	00475786_d	12
0000231_D	00572616_d	13
0000231_D	00693052_d	14
0000231_D	00701256_d	15
0000231_D	00527138_d	16
0000231_D	00527139_d	17
0000231_D	00527137_d	18
0000231_D	00527140_d	19
0000231_D	00000000_d	20
0000231_D	00527142_d	21
0032126_D	00384256_d	0
0032126_D	00720695_d	1
0032126_D	00661052_d	2
0032126_D	00220317_d	3
0032126_D	00011209_d	4
0032126_D	00377964_d	5
0032126_D	00151415_d	6
0032126_D	00341841_d	7
0032126_D	00011210_d	8
0032126_D	00455521_d	9
0032126_D	00440353_d	10
0032126_D	00602047_d	11
0032126_D	00114529_d	12
0032126_D	00327251_d	13
0032126_D	00556787_d	14
0032126_D	00758647_d	15
0032126_D	00430263_d	16
0032126_D	00013844_d	17
0032126_D	00688268_d	18
0032126_D	00220522_d	19
0032126_D	00478088_d	20
0032126_D	00563202_d	21
0000515_D	00737126_d	0
0000515_D	00242934_d	1
0000515_D	00411015_d	2
0000515_D	00634342_d	3
0000515_D	00304779_d	4
0000515_D	00578421_d	5
0000515_D	00172631_d	6
0000515_D	00345169_d	7
0000515_D	00690257_d	8
0000515_D	00030251_d	9
0000515_D	00723744_d	10
0000515_D	00721701_d	11
0000515_D	00591899_d	12
0000515_D	00450688_d	13
0000515_D	00577697_d	14
0000515_D	00577691_d	15
0000515_D	00275850_d	16
0000515_D	00497843_d	17
0000515_D	00164204_d	18
0000515_D	00605959_d	19
0000515_D	00164163_d	20
0000515_D	00661567_d	21
0000548_D	00471342_d	0
0000548_D	00062895_d	1
0000548_D	00278515_d	2
0000548_D	00312222_d	3
0000548_D	00578938_d	4
0000548_D	00493047_d	5
0000548_D	00089178_d	6
0000548_D	00538734_d	7
0000548_D	00624222_d	8
0000548_D	00538440_d	9
0000548_D	00768409_d	10
0000548_D	00463856_d	11
0000548_D	00330813_d	12
0000548_D	00641875_d	13
0000548_D	00471371_d	14
0000548_D	00307576_d	15
0000548_D	00692285_d	16
0000548_D	00147926_d	17
0000548_D	00344584_d	18
0000548_D	00578007_d	19
0000548_D	00463746_d	20
0000548_D	00578549_d	21
0001211_D	00707888_d	0
0001211_D	00651455_d	1
0001211_D	00389187_d	2
0001211_D	00327738_d	3
0001211_D	00493264_d	4
0001211_D	00229654_d	5
0001211_D	00153736_d	6
0001211_D	00009111_d	7
0001211_D	00556558_d	8
0001211_D	00413650_d	9
0001211_D	00367183_d	10
0001211_D	00091001_d	11
0001211_D	00670949_d	12
0001211_D	00661174_d	13
0001211_D	00707880_d	14
0001211_D	00578794_d	15
0001211_D	00010220_d	16
0001211_D	00463322_d	17
0001211_D	00548570_d	18
0001211_D	00469093_d	19
0001211_D	00140987_d	20
0001211_D	00678438_d	21
0059931_D	00662649_d	0
0059931_D	00662761_d	1
0059931_D	00427756_d	2
0059931_D	00431395_d	3
0059931_D	00421527_d	4
0059931_D	00578736_d	5
0059931_D	00662730_d	6
0059931_D	00543118_d	7
0059931_D	00662714_d	8
0059931_D	00662720_d	9
0059931_D	00157736_d	10
0059931_D	00404658_d	11
0059931_D	00537841_d	12
0059931_D	00626419_d	13
0059931_D	00311508_d	14
0059931_D	00662765_d	15
0059931_D	00078625_d	16
0059931_D	00294906_d	17
0059931_D	00234538_d	18
0059931_D	00492400_d	19
0059931_D	00151647_d	20
0059931_D	00022602_d	21
0001789_D	00237905_d	0
0001789_D	00119410_d	1
0001789_D	00187650_d	2
0001789_D	00190463_d	3
0001789_D	00788791_d	4
0001789_D	00358112_d	5
0001789_D	00345718_d	6
0001789_D	00354114_d	7
0001789_D	00251626_d	8
0001789_D	00165622_d	9
0001789_D	00449498_d	10
0001789_D	00184863_d	11
0001789_D	00264332_d	12
0001789_D	00456649_d	13
0001789_D	00771826_d	14
0001789_D	00162637_d	15
0001789_D	00721833_d	16
0001789_D	00354030_d	17
0001789_D	00553501_d	18
0001789_D	00667208_d	19
0001789_D	00133976_d	20
0001789_D	00012254_d	21
0016920_D	00317812_d	0
0016920_D	00639593_d	1
0016920_D	00763411_d	2
0016920_D	00236806_d	3
0016920_D	00300539_d	4
0016920_D	00248742_d	5
0016920_D	00110515_d	6
0016920_D	00392555_d	7
0016920_D	00051604_d	8
0016920_D	00042419_d	9
0016920_D	00775394_d	10
0016920_D	00613794_d	11
0016920_D	00114030_d	12
0016920_D	00495146_d	13
0016920_D	00752055_d	14
0016920_D	00343701_d	15
0016920_D	00472414_d	16
0016920_D	00646037_d	17
0016920_D	00464857_d	18
0016920_D	00121475_d	19
0016920_D	00561889_d	20
0016920_D	00281011_d	21
0002637_D	00022821_d	0
0002637_D	00252243_d	1
0002637_D	00171610_d	2
0002637_D	00119358_d	3
0002637_D	00251655_d	4
0002637_D	00629716_d	5
0002637_D	00343614_d	6
0002637_D	00674330_d	7
0002637_D	00355511_d	8
0002637_D	00580860_d	9
0002637_D	00094984_d	10
0002637_D	00664712_d	11
0002637_D	00611227_d	12
0002637_D	00703220_d	13
0002637_D	00452127_d	14
0002637_D	00102792_d	15
0002637_D	00463146_d	16
0002637_D	00353217_d	17
0002637_D	00635593_d	18
0002637_D	00427816_d	19
0002637_D	00648746_d	20
0002637_D	00701363_d	21
0003457_D	00209676_d	0
0003457_D	00605177_d	1
0003457_D	00165107_d	2
0003457_D	00490531_d	3
