0000231_D	0320092_d	0
0000231_D	0639921_d	1
0000231_D	0093274_d	2
0000231_D	0618615_d	3
0000231_D	0458547_d	4
0000231_D	0550750_d	5
0000231_D	0022365_d	6
0000231_D	0773822_d	7
0000231_D	0321257_d	8
0000231_D	0774256_d	9
0000231_D	0310900_d	10
0000231_D	0069872_d	11
0000231_D	0563113_d	12
0000231_D	0554509_d	13
0000231_D	0434575_d	14
0000231_D	0774106_d	15
0000231_D	0523952_d	16
0000231_D	0708665_d	17
0000231_D	0277312_d	18
0000231_D	0746074_d	19
0000231_D	0534826_d	20
0000231_D	0067601_d	21
0032126_D	0639921_d	0
0032126_D	0022365_d	1
0032126_D	0443492_d	2
0032126_D	0190939_d	3
0032126_D	0458547_d	4
0032126_D	0554509_d	5
0032126_D	0383115_d	6
0032126_D	0774256_d	7
0032126_D	0320092_d	8
0032126_D	0773822_d	9
0032126_D	0608602_d	10
0032126_D	0321257_d	11
0032126_D	0529336_d	12
0032126_D	0570287_d	13
0032126_D	0277312_d	14
0032126_D	0238364_d	15
0032126_D	0523952_d	16
0032126_D	0168960_d	17
0032126_D	0128353_d	18
0032126_D	0686643_d	19
0032126_D	0402947_d	20
0032126_D	0472802_d	21
0000515_D	0022365_d	0
0000515_D	0321257_d	1
0000515_D	0287010_d	2
0000515_D	0320092_d	3
0000515_D	0774256_d	4
0000515_D	0523804_d	5
0000515_D	0554509_d	6
0000515_D	0746074_d	7
0000515_D	0402947_d	8
0000515_D	0502327_d	9
0000515_D	0416486_d	10
0000515_D	0718170_d	11
0000515_D	0310900_d	12
0000515_D	0708665_d	13
0000515_D	0781307_d	14
0000515_D	0077289_d	15
0000515_D	0472802_d	16
0000515_D	0033768_d	17
0000515_D	0449873_d	18
0000515_D	0359166_d	19
0000515_D	0434501_d	20
0000515_D	0773822_d	21
0000548_D	0321257_d	0
0000548_D	0320092_d	1
0000548_D	0022365_d	2
0000548_D	0573150_d	3
0000548_D	0618653_d	4
0000548_D	0212223_d	5
0000548_D	0554509_d	6
0000548_D	0523952_d	7
0000548_D	0458547_d	8
0000548_D	0069872_d	9
0000548_D	0774256_d	10
0000548_D	0190939_d	11
0000548_D	0128353_d	12
0000548_D	0594121_d	13
0000548_D	0785558_d	14
0000548_D	0534826_d	15
0000548_D	0482987_d	16
0000548_D	0746074_d	17
0000548_D	0502327_d	18
0000548_D	0728959_d	19
0000548_D	0098623_d	20
0000548_D	0359166_d	21
0001211_D	0022365_d	0
0001211_D	0212223_d	1
0001211_D	0287010_d	2
0001211_D	0359166_d	3
0001211_D	0321257_d	4
0001211_D	0746074_d	5
0001211_D	0773822_d	6
0001211_D	0393011_d	7
0001211_D	0554509_d	8
0001211_D	0069872_d	9
0001211_D	0190939_d	10
0001211_D	0328072_d	11
0001211_D	0639921_d	12
0001211_D	0363306_d	13
0001211_D	0608602_d	14
0001211_D	0283261_d	15
0001211_D	0686643_d	16
0001211_D	0363959_d	17
0001211_D	0718170_d	18
0001211_D	0502327_d	19
0001211_D	0534826_d	20
0001211_D	0020757_d	21
0059931_D	0022365_d	0
0059931_D	0458547_d	1
0059931_D	0746074_d	2
0059931_D	0639921_d	3
0059931_D	0320092_d	4
0059931_D	0175650_d	5
0059931_D	0383115_d	6
0059931_D	0321257_d	7
0059931_D	0554509_d	8
0059931_D	0245717_d	9
0059931_D	0618653_d	10
0059931_D	0402947_d	11
0059931_D	0067601_d	12
0059931_D	0130471_d	13
0059931_D	0393011_d	14
0059931_D	0733201_d	15
0059931_D	0128353_d	16
0059931_D	0167575_d	17
0059931_D	0550750_d	18
