0000028_B	00009359_b	0
0000028_B	00015622_b	1
0000028_B	00007988_b	2
0000028_B	00006599_b	3
0000028_B	00000280_b	4
0000028_B	00015182_b	5
0000028_B	00005057_b	6
0000028_B	00013055_b	7
0000028_B	00000541_b	8
0000028_B	00009635_b	9
0000028_B	00009636_b	10
0000028_B	00009641_b	11
0000028_B	00009642_b	12
0000028_B	00009643_b	13
0000028_B	00009644_b	14
0000028_B	00009646_b	15
0000028_B	00000000_b	16
0000028_B	00009649_b	17
0000028_B	00009634_b	18
0000028_B	00009653_b	19
0000028_B	00009657_b	20
0000028_B	00009660_b	21
0013775_B	00000817_b	0
0013775_B	00000204_b	1
0013775_B	00005695_b	2
0013775_B	00006565_b	3
0013775_B	00004414_b	4
0013775_B	00010258_b	5
0013775_B	00007158_b	6
0013775_B	00008132_b	7
0013775_B	00004609_b	8
0013775_B	00010100_b	9
0013775_B	00000320_b	10
0013775_B	00005152_b	11
0013775_B	00002428_b	12
0013775_B	00011330_b	13
0013775_B	00006294_b	14
0013775_B	00006291_b	15
0013775_B	00013380_b	16
0013775_B	00013381_b	17
0013775_B	00006288_b	18
0013775_B	00013374_b	19
0013775_B	00006286_b	20
0013775_B	00000000_b	21
0015248_B	00009275_b	0
0015248_B	00010337_b	1
0015248_B	00001119_b	2
0015248_B	00016488_b	3
0015248_B	00000845_b	4
0015248_B	00013368_b	5
0015248_B	00000000_b	6
0015248_B	00013675_b	7
0015248_B	00013674_b	8
0015248_B	00005974_b	9
0015248_B	00013676_b	10
0015248_B	00005976_b	11
0015248_B	00005977_b	12
0015248_B	00005978_b	13
0015248_B	00005980_b	14
0015248_B	00013673_b	15
0015248_B	00005967_b	16
0015248_B	00013680_b	17
0015248_B	00005962_b	18
0015248_B	00005981_b	19
0015248_B	00005957_b	20
0015248_B	00013681_b	21
0000032_B	00000046_b	0
0000032_B	00014158_b	1
0000032_B	00016719_b	2
0000032_B	00011599_b	3
0000032_B	00010868_b	4
0000032_B	00008449_b	5
0000032_B	00007472_b	6
0000032_B	00002249_b	7
0000032_B	00009908_b	8
0000032_B	00009792_b	9
0000032_B	00007771_b	10
0000032_B	00011927_b	11
0000032_B	00011918_b	12
0000032_B	00004665_b	13
0000032_B	00002607_b	14
0000032_B	00007797_b	15
0000032_B	00002609_b	16
0000032_B	00011908_b	17
0000032_B	00002611_b	18
0000032_B	00002612_b	19
0000032_B	00007815_b	20
0000032_B	00011904_b	21
0011627_B	00004754_b	0
0011627_B	00002795_b	1
0011627_B	00010477_b	2
0011627_B	00005897_b	3
0011627_B	00002568_b	4
0011627_B	00010796_b	5
0011627_B	00015137_b	6
0011627_B	00007244_b	7
0011627_B	00007247_b	8
0011627_B	00007248_b	9
0011627_B	00007250_b	10
0011627_B	00007252_b	11
0011627_B	00007256_b	12
0011627_B	00007255_b	13
0011627_B	00007257_b	14
0011627_B	00007258_b	15
0011627_B	00007259_b	16
0011627_B	00007262_b	17
0011627_B	00007254_b	18
0011627_B	00007243_b	19
0011627_B	00000000_b	20
0011627_B	00014423_b	21
0017147_B	00007119_b	0
0017147_B	00004043_b	1
0017147_B	00001882_b	2
0017147_B	00004475_b	3
0017147_B	00008818_b	4
0017147_B	00003628_b	5
0017147_B	00008402_b	6
0017147_B	00013572_b	7
0017147_B	00007373_b	8
0017147_B	00016870_b	9
0017147_B	00009583_b	10
0017147_B	00005073_b	11
0017147_B	00005612_b	12
0017147_B	00007731_b	13
0017147_B	00008018_b	14
0017147_B	00011221_b	15
0017147_B	00014962_b	16
0017147_B	00013442_b	17
0017147_B	00005720_b	18
0017147_B	00012175_b	19
0017147_B	00009579_b	20
0017147_B	00012991_b	21
0003041_B	00010037_b	0
0003041_B	00006185_b	1
0003041_B	00011438_b	2
0003041_B	00009455_b	3
0003041_B	00014702_b	4
0003041_B	00002192_b	5
0003041_B	00014812_b	6
0003041_B	00011366_b	7
0003041_B	00013363_b	8
0003041_B	00009349_b	9
0003041_B	00000627_b	10
0003041_B	00001971_b	11
0003041_B	00003385_b	12
0003041_B	00007534_b	13
0003041_B	00010389_b	14
0003041_B	00000117_b	15
0003041_B	00008148_b	16
0003041_B	00000595_b	17
0003041_B	00004904_b	18
