0000046_C	00176554_c	0
0000046_C	00126033_c	1
0000046_C	00120755_c	2
0000046_C	00032854_c	3
0000046_C	00298703_c	4
0000046_C	00091108_c	5
0000046_C	00040144_c	6
0000046_C	00166932_c	7
0000046_C	00162796_c	8
0000046_C	00204024_c	9
0000046_C	00269569_c	10
0000046_C	00180832_c	11
0000046_C	00293364_c	12
0000046_C	00244456_c	13
0000046_C	00203023_c	14
0000046_C	00230571_c	15
0000046_C	00231807_c	16
0000046_C	00178118_c	17
0000046_C	00155798_c	18
0000046_C	00039974_c	19
0000046_C	00150073_c	20
0000046_C	00112531_c	21
0000079_C	00144433_c	0
0000079_C	00105966_c	1
0000079_C	00302551_c	2
0000079_C	00183557_c	3
0000079_C	00024896_c	4
0000079_C	00090417_c	5
0000079_C	00268834_c	6
0000079_C	00261340_c	7
0000079_C	00264661_c	8
0000079_C	00036850_c	9
0000079_C	00199448_c	10
0000079_C	00035437_c	11
0000079_C	00094567_c	12
0000079_C	00141064_c	13
0000079_C	00089197_c	14
0000079_C	00210218_c	15
0000079_C	00210217_c	16
0000079_C	00210216_c	17
0000079_C	00210215_c	18
0000079_C	00210214_c	19
0000079_C	00210237_c	20
0000079_C	00210213_c	21
0000109_C	00294448_c	0
0000109_C	00295002_c	1
0000109_C	00002823_c	2
0000109_C	00049047_c	3
0000109_C	00122297_c	4
0000109_C	00123890_c	5
0000109_C	00306971_c	6
0000109_C	00214589_c	7
0000109_C	00295884_c	8
0000109_C	00059046_c	9
0000109_C	00223292_c	10
0000109_C	00122085_c	11
0000109_C	00182754_c	12
0000109_C	00294061_c	13
0000109_C	00181766_c	14
0000109_C	00298079_c	15
0000109_C	00234131_c	16
0000109_C	00030371_c	17
0000109_C	00212043_c	18
0000109_C	00117618_c	19
0000109_C	00011147_c	20
0000109_C	00153807_c	21
0005037_C	00220351_c	0
0005037_C	00255995_c	1
0005037_C	00211103_c	2
0005037_C	00074808_c	3
0005037_C	00261086_c	4
0005037_C	00268514_c	5
0005037_C	00095397_c	6
0005037_C	00313391_c	7
0005037_C	00101479_c	8
